No.,Time,Source,Destination,Protocol,Length,Info
8203.0,563.246122115,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8204.0,563.246122136,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8205.0,563.246122158,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8206.0,563.246122179,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8207.0,563.246171957,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8208.0,563.246172029,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8209.0,563.246172052,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8210.0,563.246172074,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8211.0,563.246172095,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8212.0,563.246172117,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8213.0,563.246172137,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8214.0,563.246172159,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8215.0,563.246185327,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8216.0,563.24618536,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8217.0,563.246185382,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8218.0,563.246185403,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8219.0,563.246185425,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8220.0,563.246185446,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8221.0,563.246185468,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8222.0,563.246185489,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8223.0,563.246234525,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8224.0,563.246234585,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8225.0,563.246234608,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8226.0,563.24623463,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8227.0,563.246234651,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8228.0,563.246234673,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8229.0,563.246234695,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8230.0,563.246234717,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8231.0,563.246278988,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8232.0,563.24627905,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8233.0,563.246279078,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8234.0,563.246279101,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8235.0,563.246279121,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8236.0,563.247496749,10.0.2.15,213.57.24.97,QUIC,92.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8237.0,563.247620162,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8238.0,563.24762026,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8239.0,563.247620287,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8240.0,563.247620317,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8241.0,563.247654018,10.0.2.15,213.57.24.97,QUIC,93.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8242.0,563.247733674,10.0.2.15,213.57.24.97,QUIC,95.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8243.0,563.247807128,10.0.2.15,213.57.24.97,QUIC,93.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8244.0,563.247880497,10.0.2.15,213.57.24.97,QUIC,91.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8245.0,563.247929836,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8246.0,563.247929916,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8247.0,563.248009263,10.0.2.15,213.57.24.97,QUIC,93.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8248.0,563.24809177,10.0.2.15,213.57.24.97,QUIC,91.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8249.0,563.248202843,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8250.0,563.248202922,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8251.0,563.248202953,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8252.0,563.248212114,10.0.2.15,213.57.24.97,QUIC,98.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8253.0,563.248292564,10.0.2.15,213.57.24.97,QUIC,95.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8254.0,563.248389057,10.0.2.15,213.57.24.97,QUIC,93.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8255.0,563.248502647,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8256.0,563.248502724,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8257.0,563.248502747,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8258.0,563.248484852,10.0.2.15,213.57.24.97,QUIC,91.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8259.0,563.248589903,10.0.2.15,213.57.24.97,QUIC,93.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8260.0,563.248679346,10.0.2.15,213.57.24.97,QUIC,93.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8261.0,563.248753817,10.0.2.15,213.57.24.97,QUIC,93.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8262.0,563.248800319,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8263.0,563.2488004,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8264.0,563.248825954,10.0.2.15,213.57.24.97,QUIC,91.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8265.0,563.248897678,10.0.2.15,213.57.24.97,QUIC,93.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8266.0,563.248969894,10.0.2.15,213.57.24.97,QUIC,95.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8267.0,563.249117375,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8268.0,563.249117478,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8269.0,563.249117504,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8270.0,563.249314302,10.0.2.15,213.57.24.97,QUIC,95.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8271.0,563.249420781,10.0.2.15,213.57.24.97,QUIC,93.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8272.0,563.249744701,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8273.0,563.249744781,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8274.0,563.249744815,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8275.0,563.249744846,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8276.0,563.249744874,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8277.0,563.249744903,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8278.0,563.249788778,10.0.2.15,213.57.24.97,QUIC,92.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8279.0,563.24987174,10.0.2.15,213.57.24.97,QUIC,93.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8280.0,563.249959194,10.0.2.15,213.57.24.97,QUIC,93.0,"Protected Payload (KP0), DCID=898100091143d0e3"
8281.0,563.250041622,10.0.2.15,213.57.24.97,QUIC,93.0,"Protected Payload (KP0), DCID=898100091143d0e3"
