No.,Time,Source,Destination,Protocol,Length,Info
407.0,74.675108537,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
408.0,74.675447907,10.0.2.15,147.235.111.99,UDP,78.0,53481  >  443 Len=36
409.0,74.675842465,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
410.0,74.676557102,10.0.2.15,147.235.111.99,UDP,77.0,53481  >  443 Len=35
411.0,74.678603303,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
412.0,74.678760308,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
413.0,74.678760485,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
414.0,74.678892857,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
415.0,74.678892965,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
416.0,74.678893033,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
417.0,74.679014117,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
418.0,74.679014219,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
419.0,74.67913132,147.235.111.99,10.0.2.15,UDP,1274.0,443  >  53481 Len=1232
