No.,Time,Source,Destination,Protocol,Length,Info
4214.0,673.785595873,10.0.2.15,157.240.196.60,QUIC,77.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4215.0,673.78662206,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4216.0,673.786622189,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4217.0,673.786622218,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4218.0,673.786622299,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4219.0,673.78689593,10.0.2.15,157.240.196.60,QUIC,77.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4220.0,673.787010623,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4221.0,673.787010729,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4222.0,673.787010771,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4223.0,673.787010799,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4224.0,673.787010834,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4225.0,673.787664403,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4226.0,673.787664576,157.240.196.60,10.0.2.15,QUIC,1178.0,Protected Payload (KP0)
4227.0,673.787664616,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4228.0,673.787664648,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4229.0,673.787664691,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4230.0,673.787664727,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4231.0,673.787815923,10.0.2.15,157.240.196.60,QUIC,77.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4232.0,673.788835222,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4233.0,673.788835411,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4234.0,673.788835445,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4235.0,673.78883548,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4236.0,673.788835517,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4237.0,673.788835556,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4238.0,673.788835587,157.240.196.60,10.0.2.15,QUIC,90.0,Protected Payload (KP0)
4239.0,673.813317785,10.0.2.15,157.240.196.60,QUIC,77.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4245.0,676.543413483,10.0.2.15,192.114.147.162,QUIC,119.0,"0-RTT, DCID=1d962d83ea67db02"
4247.0,676.614346072,192.114.147.162,10.0.2.15,QUIC,122.0,Protected Payload (KP0)
4248.0,676.614346373,192.114.147.162,10.0.2.15,QUIC,251.0,"Handshake, SCID=b48100034af65835"
4249.0,676.614346502,192.114.147.162,10.0.2.15,QUIC,90.0,Protected Payload (KP0)
4250.0,676.616623957,10.0.2.15,192.114.147.162,QUIC,123.0,"Handshake, DCID=b48100034af65835"
4251.0,676.619818248,10.0.2.15,192.114.147.162,QUIC,610.0,"Protected Payload (KP0), DCID=b48100034af65835"
